task_type,estimated_duration,deadline_pressure,time_of_day,energy_level,mood_level,task_familiarity,reward_clarity,consequence_severity,previous_delay_count,environment_noise,device_distraction,social_obligation,friction_score,friction_level
academic,13,low,evening,1,6,repeated,clear,7,6,medium,low,family,27.17,low
health,21,low,morning,4,5,repeated,moderate,2,4,medium,low,family,11.45,low
health,114,high,afternoon,2,8,repeated,moderate,4,2,medium,medium,individual,58.7,medium
academic,9,low,morning,5,5,repeated,unclear,9,7,medium,low,individual,38.85,medium
personal_admin,30,low,night,7,9,repeated,clear,7,1,medium,high,college,19.16,low
finance,89,low,evening,10,7,new,moderate,8,2,medium,low,family,39.44,medium
communication,5,medium,evening,10,2,repeated,clear,3,5,medium,low,family,17.67,low
health,5,low,morning,5,3,repeated,clear,4,6,high,high,individual,21.08,low
household,39,low,afternoon,1,8,new,moderate,9,1,high,high,family,51.69,medium
academic,13,medium,afternoon,10,9,repeated,unclear,10,3,medium,medium,individual,36.15,medium
household,91,low,afternoon,5,8,repeated,unclear,8,4,high,high,individual,53.57,medium
communication,42,medium,morning,6,2,repeated,moderate,4,4,medium,medium,individual,41.93,medium
communication,109,low,afternoon,9,10,repeated,clear,7,0,high,medium,college,-4.49,low
health,8,high,evening,1,5,repeated,clear,2,3,high,low,college,34.61,low
health,56,medium,afternoon,3,9,repeated,moderate,6,7,medium,medium,work,63.7,medium
communication,23,medium,evening,5,8,repeated,unclear,6,2,low,medium,individual,41.11,medium
health,105,medium,evening,1,4,repeated,unclear,2,3,medium,medium,individual,68.48,high
academic,9,low,morning,7,7,new,unclear,6,4,high,medium,college,44.12,medium
academic,96,medium,morning,1,3,repeated,unclear,8,2,high,high,work,78.4,high
personal_admin,114,high,afternoon,10,3,new,moderate,4,6,low,high,individual,69.6,high
academic,110,medium,night,10,3,new,unclear,5,3,low,low,individual,46.42,medium
academic,52,low,night,3,6,repeated,unclear,8,6,medium,medium,college,59.79,medium
finance,91,medium,evening,1,9,new,moderate,3,6,medium,medium,individual,52.23,medium
household,67,medium,morning,9,3,repeated,moderate,10,0,low,low,work,-0.65,low
personal_admin,42,medium,evening,7,3,new,moderate,9,1,high,low,college,39.52,medium
household,56,high,morning,10,8,new,moderate,4,0,medium,medium,college,18.94,low
academic,91,medium,evening,9,8,repeated,moderate,6,6,medium,low,family,37.89,medium
household,50,low,afternoon,9,10,repeated,clear,2,7,medium,low,individual,-10.39,low
communication,86,low,afternoon,9,7,new,moderate,8,1,high,low,individual,32.69,low
household,97,medium,evening,10,4,repeated,clear,3,3,high,low,college,19.8,low
communication,96,medium,night,5,1,new,clear,3,2,high,medium,college,53.77,medium
personal_admin,13,low,afternoon,7,5,repeated,clear,5,0,medium,low,college,-12.35,low
personal_admin,107,low,afternoon,6,9,repeated,moderate,1,6,high,medium,individual,43.99,medium
household,54,high,afternoon,6,7,repeated,moderate,4,6,medium,medium,work,38.83,medium
communication,78,low,morning,3,3,repeated,unclear,1,5,medium,medium,individual,43.43,medium
communication,70,medium,afternoon,10,8,new,unclear,7,6,medium,low,work,48.95,medium
personal_admin,81,low,morning,6,5,new,moderate,9,5,medium,low,family,45.31,medium
personal_admin,42,low,afternoon,10,10,repeated,unclear,4,6,low,high,work,21.94,low
academic,31,low,evening,6,2,repeated,clear,6,4,low,medium,work,47.41,medium
finance,109,high,afternoon,5,2,new,unclear,3,1,low,low,individual,47.14,medium
household,24,high,evening,4,6,new,unclear,4,2,medium,high,college,54.25,medium
academic,108,low,evening,10,3,repeated,clear,5,0,low,low,individual,12.52,low
academic,66,medium,night,5,6,repeated,unclear,3,3,high,low,college,54.98,medium
communication,78,medium,afternoon,7,3,repeated,moderate,7,7,low,medium,individual,69.0,high
communication,20,low,afternoon,4,4,repeated,unclear,5,5,low,low,individual,29.91,low
academic,83,low,evening,9,10,new,moderate,10,4,low,low,individual,39.5,medium
finance,17,high,evening,4,6,repeated,unclear,4,3,low,medium,individual,39.66,medium
household,118,medium,night,9,7,repeated,moderate,3,1,low,medium,family,20.33,low
communication,106,low,evening,10,1,repeated,moderate,1,4,medium,medium,college,32.38,low
household,24,medium,afternoon,9,9,repeated,moderate,7,5,high,medium,family,23.43,low
academic,28,medium,morning,7,7,repeated,moderate,7,6,low,medium,college,37.49,medium
household,109,medium,evening,7,9,repeated,moderate,2,6,medium,medium,individual,33.23,low
academic,54,low,morning,10,1,new,moderate,5,0,low,medium,individual,22.12,low
communication,11,low,evening,1,6,repeated,unclear,9,7,low,low,college,42.74,medium
academic,91,low,morning,2,3,repeated,moderate,7,2,medium,medium,college,51.56,medium
communication,92,high,evening,3,4,repeated,unclear,9,6,low,medium,college,84.72,high
academic,33,low,evening,3,3,repeated,unclear,8,2,medium,high,family,61.73,medium
finance,9,medium,night,3,5,repeated,clear,2,7,low,medium,individual,54.36,medium
health,111,high,night,9,2,repeated,moderate,10,6,high,medium,individual,67.49,high
academic,113,low,evening,2,2,new,moderate,1,0,low,high,individual,51.39,medium
communication,39,low,afternoon,1,7,repeated,clear,3,7,high,high,individual,41.48,medium
academic,69,high,morning,1,4,new,unclear,3,3,high,high,individual,74.99,high
communication,104,high,evening,6,4,repeated,unclear,8,1,medium,low,individual,53.45,medium
household,119,medium,evening,7,8,new,moderate,6,1,medium,high,individual,36.77,medium
communication,86,medium,morning,2,7,new,clear,3,3,low,low,individual,28.76,low
communication,74,low,afternoon,2,2,repeated,moderate,6,4,high,low,work,43.86,medium
personal_admin,91,medium,night,8,5,repeated,clear,3,1,high,low,individual,25.76,low
communication,78,medium,evening,7,3,repeated,clear,1,1,medium,high,work,32.59,low
communication,11,low,evening,4,2,new,moderate,3,2,medium,medium,college,39.61,medium
household,48,low,afternoon,7,5,new,clear,1,2,high,low,college,9.27,low
personal_admin,76,low,night,4,3,repeated,unclear,1,0,medium,medium,work,48.85,medium
health,17,low,afternoon,5,3,new,unclear,6,1,low,medium,work,40.32,medium
household,98,high,afternoon,8,8,repeated,moderate,10,0,low,medium,individual,27.73,low
health,86,medium,afternoon,4,3,repeated,unclear,7,4,low,medium,individual,53.69,medium
household,82,low,evening,7,7,repeated,clear,7,1,high,low,individual,8.8,low
health,79,high,afternoon,2,8,repeated,unclear,10,7,medium,medium,family,74.26,high
health,110,low,evening,2,5,new,clear,4,1,medium,high,work,35.23,medium
academic,42,high,evening,9,5,new,clear,5,3,medium,high,individual,61.62,medium
finance,17,medium,morning,10,3,new,moderate,1,2,high,low,family,23.9,low
household,58,high,evening,8,7,repeated,moderate,8,5,low,low,college,35.28,medium
household,110,low,night,3,6,repeated,moderate,4,5,low,low,individual,24.85,low
household,48,low,evening,7,7,repeated,moderate,1,3,high,medium,individual,18.44,low
finance,101,low,evening,1,10,repeated,clear,9,0,low,low,family,13.56,low
academic,118,low,night,4,4,repeated,moderate,2,3,high,low,individual,43.41,medium
academic,17,medium,night,4,3,repeated,clear,4,5,medium,high,individual,46.2,medium
finance,29,low,morning,8,7,repeated,unclear,2,1,low,medium,individual,7.2,low
academic,28,medium,morning,4,3,repeated,clear,2,7,medium,medium,family,44.37,medium
academic,33,medium,night,9,3,repeated,unclear,9,5,high,medium,individual,66.59,high
academic,104,low,evening,10,4,new,unclear,2,0,low,high,individual,43.56,medium
household,74,low,evening,7,10,repeated,moderate,4,6,low,medium,individual,35.31,medium
communication,22,high,night,10,1,new,moderate,7,1,low,low,individual,31.45,low
academic,96,low,evening,5,2,new,moderate,10,6,medium,low,family,62.49,medium
personal_admin,9,low,evening,8,3,repeated,unclear,2,3,medium,medium,individual,26.2,low
finance,22,medium,morning,4,6,new,moderate,1,6,medium,medium,individual,40.85,medium
household,67,medium,evening,10,4,repeated,moderate,8,3,low,medium,individual,21.43,low
household,41,medium,morning,6,9,repeated,clear,7,7,medium,high,work,22.85,low
household,75,high,morning,5,7,repeated,moderate,4,4,low,medium,individual,49.04,medium
communication,59,high,afternoon,10,5,new,unclear,4,0,medium,high,family,64.89,medium
academic,77,low,night,3,10,repeated,unclear,8,2,low,low,individual,38.21,medium
academic,103,medium,night,8,9,repeated,unclear,2,0,high,low,family,42.84,medium
personal_admin,16,medium,night,6,7,repeated,clear,2,6,low,high,individual,22.76,low
household,56,medium,morning,4,6,repeated,unclear,9,7,medium,low,work,40.69,medium
household,61,medium,evening,1,4,new,unclear,7,1,low,low,work,43.07,medium
personal_admin,50,medium,morning,10,5,repeated,moderate,10,7,high,low,college,53.72,medium
finance,108,medium,evening,1,6,repeated,unclear,9,0,medium,high,individual,57.59,medium
household,48,low,afternoon,3,1,repeated,unclear,3,1,medium,low,individual,33.88,low
finance,107,high,night,8,2,repeated,moderate,4,1,low,low,work,50.96,medium
academic,28,low,morning,8,2,new,clear,6,0,medium,high,work,14.74,low
finance,13,high,evening,2,7,repeated,clear,1,7,high,high,individual,57.56,medium
communication,16,medium,morning,1,3,repeated,clear,9,5,medium,low,individual,34.53,low
health,104,medium,afternoon,5,4,repeated,unclear,2,3,low,medium,individual,44.74,medium
personal_admin,105,medium,afternoon,1,9,repeated,moderate,10,6,medium,medium,individual,68.77,high
personal_admin,13,low,evening,8,5,repeated,unclear,2,6,low,medium,individual,30.41,low
personal_admin,107,high,afternoon,9,3,repeated,unclear,10,5,high,low,family,72.78,high
communication,114,low,afternoon,2,7,repeated,moderate,6,6,medium,high,college,69.6,high
household,120,low,afternoon,4,5,repeated,unclear,1,5,medium,low,individual,44.96,medium
communication,26,low,morning,6,7,new,clear,3,7,high,high,individual,30.85,low
finance,21,low,evening,7,9,new,clear,9,5,low,medium,work,24.35,low
personal_admin,37,low,evening,5,10,repeated,clear,9,7,high,medium,individual,28.8,low
academic,51,low,night,1,1,repeated,moderate,9,0,low,low,family,49.55,medium
personal_admin,92,medium,morning,7,6,repeated,unclear,2,7,medium,high,individual,45.1,medium
health,19,medium,morning,7,9,repeated,unclear,6,5,low,low,individual,22.66,low
personal_admin,97,high,morning,5,1,repeated,unclear,8,7,medium,low,family,73.91,high
personal_admin,100,low,afternoon,2,6,repeated,moderate,10,7,medium,medium,college,63.85,medium
household,37,low,morning,2,3,repeated,unclear,2,7,low,medium,individual,30.05,low
academic,97,low,morning,9,10,repeated,moderate,8,6,medium,medium,work,42.42,medium
academic,19,medium,night,9,8,repeated,clear,3,4,medium,high,work,37.51,medium
household,31,low,afternoon,4,10,repeated,clear,6,3,medium,low,work,-0.33,low
communication,102,medium,afternoon,4,7,repeated,clear,4,7,medium,low,individual,46.95,medium
health,65,low,evening,7,4,new,clear,2,6,high,low,college,46.14,medium
personal_admin,72,low,afternoon,5,4,repeated,clear,5,7,medium,medium,work,43.93,medium
communication,117,low,evening,1,8,new,unclear,10,2,low,low,individual,55.97,medium
academic,116,high,afternoon,5,6,new,moderate,6,6,high,high,college,96.57,high
academic,86,low,afternoon,4,7,repeated,moderate,7,2,medium,medium,work,35.45,medium
academic,89,high,evening,3,5,new,moderate,10,0,medium,medium,work,79.32,high
household,52,high,evening,1,4,repeated,unclear,9,4,low,low,individual,71.42,high
communication,12,medium,evening,9,1,repeated,moderate,6,0,low,medium,college,30.14,low
academic,10,high,afternoon,4,7,repeated,unclear,5,2,medium,low,individual,59.7,medium
household,67,low,night,3,4,repeated,clear,8,4,medium,low,college,20.77,low
academic,88,low,night,8,5,repeated,unclear,2,2,high,high,work,48.54,medium
communication,6,low,afternoon,7,5,new,clear,8,6,medium,low,individual,22.33,low
communication,119,low,morning,6,2,repeated,unclear,8,7,low,medium,individual,58.82,medium
communication,113,low,night,6,2,repeated,unclear,4,7,low,low,college,55.24,medium
household,26,medium,evening,2,9,repeated,clear,8,2,medium,medium,individual,29.26,low
personal_admin,25,low,afternoon,9,6,new,moderate,4,0,low,low,work,9.59,low
academic,10,medium,afternoon,1,8,repeated,unclear,6,2,high,low,individual,56.84,medium
communication,100,low,afternoon,4,6,repeated,unclear,10,5,medium,high,work,65.84,high
finance,74,low,night,4,3,repeated,unclear,8,7,high,high,family,71.1,high
communication,17,medium,morning,9,3,repeated,moderate,7,6,medium,low,individual,39.59,medium
personal_admin,5,medium,evening,3,5,new,unclear,9,1,low,medium,work,68.47,high
household,26,medium,evening,9,3,repeated,moderate,6,2,low,medium,individual,38.89,medium
communication,28,high,afternoon,2,2,repeated,clear,7,3,low,medium,college,50.23,medium
academic,68,medium,morning,1,4,repeated,clear,3,2,low,low,work,32.15,low
communication,45,medium,evening,7,4,repeated,moderate,7,4,high,low,individual,31.48,low
household,98,low,morning,2,9,repeated,moderate,9,4,low,high,individual,30.02,low
academic,26,low,evening,1,7,repeated,moderate,6,5,low,medium,individual,44.05,medium
communication,65,medium,afternoon,9,8,new,moderate,6,6,medium,high,college,52.65,medium
communication,112,medium,evening,8,1,repeated,clear,8,3,low,low,individual,35.85,medium
academic,16,medium,afternoon,3,7,repeated,clear,10,4,high,high,individual,50.93,medium
finance,94,medium,afternoon,2,10,new,clear,6,3,low,medium,college,26.3,low
communication,8,medium,night,1,9,repeated,unclear,10,6,low,medium,individual,60.72,medium
academic,87,low,evening,10,9,new,moderate,6,3,medium,medium,family,45.68,medium
communication,84,low,morning,4,5,repeated,clear,2,7,low,low,family,14.84,low
finance,16,medium,night,6,1,repeated,unclear,2,2,medium,high,individual,34.33,low
communication,37,medium,afternoon,2,6,new,clear,2,4,low,low,family,21.69,low
household,25,low,morning,6,3,repeated,unclear,1,4,low,high,individual,41.69,medium
household,104,high,evening,5,7,repeated,moderate,1,3,medium,low,college,24.33,low
communication,77,high,afternoon,1,8,repeated,moderate,10,1,medium,low,family,41.18,medium
personal_admin,107,medium,evening,10,6,repeated,unclear,3,3,high,low,college,54.15,medium
finance,110,low,evening,7,2,repeated,moderate,9,6,medium,medium,college,68.05,high
academic,113,low,morning,7,10,repeated,moderate,6,6,high,high,family,37.69,medium
communication,76,low,night,5,10,repeated,unclear,4,6,low,high,individual,52.35,medium
personal_admin,88,medium,morning,4,9,repeated,moderate,8,1,medium,medium,family,48.61,medium
academic,78,low,evening,2,7,repeated,unclear,2,3,medium,medium,college,58.04,medium
personal_admin,100,low,morning,7,9,new,moderate,3,5,medium,low,college,18.45,low
personal_admin,96,medium,night,8,2,repeated,clear,9,1,medium,medium,college,45.39,medium
academic,78,high,morning,9,6,repeated,moderate,5,6,low,medium,individual,50.92,medium
personal_admin,76,medium,afternoon,6,9,repeated,unclear,9,2,high,high,college,60.05,medium
household,56,high,morning,2,8,repeated,unclear,8,7,medium,medium,individual,70.36,high
health,51,high,afternoon,1,10,repeated,unclear,6,1,low,high,individual,46.8,medium
household,101,low,morning,2,5,repeated,clear,9,7,high,low,work,21.3,low
household,63,medium,afternoon,3,10,repeated,clear,4,0,medium,low,college,-7.18,low
communication,51,low,evening,1,2,repeated,unclear,9,3,high,high,college,70.94,high
health,60,medium,morning,5,7,repeated,clear,8,3,low,medium,work,10.7,low
academic,117,low,evening,7,8,repeated,clear,8,1,low,medium,family,23.91,low
communication,17,low,afternoon,9,8,repeated,moderate,8,1,low,medium,family,10.33,low
academic,48,high,afternoon,6,2,repeated,moderate,3,2,high,medium,work,59.41,medium
household,39,high,evening,8,4,repeated,moderate,2,3,low,high,individual,36.86,medium
household,119,low,night,2,8,new,unclear,3,3,high,low,individual,50.4,medium
communication,33,medium,night,5,4,repeated,moderate,10,5,high,high,college,63.79,medium
household,60,medium,night,9,10,repeated,moderate,5,4,medium,medium,individual,26.3,low
academic,9,medium,morning,7,7,new,moderate,6,1,low,medium,individual,33.1,low
academic,71,low,afternoon,7,4,repeated,unclear,4,1,high,high,college,34.64,low
academic,57,medium,night,3,9,new,moderate,2,6,low,high,individual,62.19,medium
communication,105,low,morning,3,9,repeated,clear,4,4,medium,low,college,8.57,low
personal_admin,64,low,afternoon,2,4,new,clear,6,6,medium,low,family,40.0,medium
academic,109,medium,evening,9,3,repeated,moderate,2,2,medium,medium,work,32.79,low
personal_admin,10,high,night,4,4,repeated,moderate,7,7,medium,medium,college,60.85,medium
